procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0      0  38460   2120 248464    0    0 55577     0 1403 7201  0 99  0  1  0
 4  0      0  41120   1512 246120    0    0 46495     0 1458 7020 41 58  0  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  2      0  39940   1832 246912    0    0 41965     0 1127 5710  2 97  0  1  0
 0  3      0  43280   1320 244260    0    0 43878     0 1146 6302  0 98  0  2  0
 3  4      0  37584   2180 248896    0    0 57776     0 1358 6835  0 97  0  3  0
 3  2      0  41060   1600 246052    0    0 73312     0 2070 12372  0 98  0  2  0
 2  0      0  38284   2104 248416    0    0 50194     0 1365 6329  0 98  0  2  0
 0  2      0  38396   2068 247876    0    0 73724     0 1664 8673  0 97  0  3  0
12  0      0  39432   1764 247248    0    0 80222     0 2228 12213 20 79  0  1  0
 0  2      0  47192    380 240788    0    0 80615     0 2452 14013 19 79  0  1  0
 3  0      0  40112   1708 246740    0    0 69788     0 1898 10003  0 99  0  1  0
 1  0      0  39780   1780 247092    0    0 49717     0 1293 7801  0 98  0  2  0
 4  0      0  37708   2212 248872    0    0 46366     0 1214 6333  0 98  0  2  0
 0  2      0  41392   1564 245744    0    0 45036     0 1185 5870  1 98  0  1  0
 4  0      0  40128   1848 246636    0    0 43192     0 1128 5928  0 98  0  2  0
 2  2      0  37752   2188 248468    0    0 63930     0 1500 8402  0 99  0  1  0
 2  2      0  40580   1648 246412    0    0 53947     0 1942 10337 39 60  0  2  0
 4  0      0  39512   1728 247132    0    0 67101     0 1829 10236  1 98  0  1  0
 0  3      0  39832   1760 246888    0    0 69132     0 1812 9320  1 98  0  1  0
 3  0      0  41772   1504 245648    0    0 54525     0 1480 7912  2 97  0  2  0
 0  3      0  39644   1888 246924    0    0 41222     0 1152 5228  0 98  0  2  0
 1  2      0  37624   2260 248552    0    0 41706     0 1180 6191  0 98  0  2  0
 2  0      0  39144   1908 247692    0    0 41134     0 1043 6063  0 99  0  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0  42592   1360 245036    0    0 47686     0 1247 6420  0 98  0  2  0
14  0      0  43956   1096 244032    0    0 43693     0 1161 5572 12 88  0  1  0
 3  0      0  43768   1172 244252    0    0 23660     0  830 3414 55 44  0  1  0
 2  0      0  39936   1844 247324    0    0 52529     0 1420 7764  0 98  0  2  0
 2  0      0  39376   1824 247576    0    0 40614     0 1063 5308  0 99  0  1  0
 1  2      0  43140   1200 244516    0    0 45214     0 1172 5649  0 99  0  1  0
 1  2      0  38684   2088 248296    0    0 43111     0 1112 5793  0 98  0  2  0
 2  0      0  41860   1512 245712    0    0 41062     0 1138 6005  0 99  0  1  0
 2  0      0  38492   2148 248508    0    0 40133     0 1046 5167  0 95  0  5  0
 3  0      0  38212   2160 248728    0    0 56220     0 1351 6970  1 97  0  2  0
 2  0      0  40444   1736 246992    0    0 48722     0 1401 7569  0 99  0  1  0
10  0      0  44068   1052 243604    0    0 12308     0  611 2181 72 27  0  1  0
 1  0      0  41908   1540 245616    0    0 39274     0 1060 5399  1 98  0  1  0
 1  0      0  42016   1444 245608    0    0 38822     0 1070 4911  1 97  0  2  0
 1  0      0  45044    980 243096    0    0 41873     0 1108 5117  0 99  0  1  0
 1  0      0  39512   2044 247556    0    0 40099     0 1099 5571  1 97  0  2  0
 0  3      0  40764   1764 246504    0    0 38288     0 1038 5069  1 98  0  1  0
 1  0      0  45032    924 243176    0    0 43031     0 1153 5199  0 97  0  3  0
 3  0      0  42468   1360 245120    0    0 41092     0 1104 5923  1 98  0  1  0
 1  0      0  40660   1812 246560    0    0 40876     0 1140 6246  0 99  0  1  0
 1  0      0  40192   2012 246844    0    0 39146     0 1077 5360  0 99  0  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
12  0      0  37744   2200 249136    0    0 16008     0  627 2252 64 36  0  0  0
 1  0      0  40100   1944 247116    0    0 27081     0  796 3944 24 75  0  1  0
 1  0      0  40356   1788 246924    0    0 39717     0 1098 5898  1 97  0  2  0
 2  0      0  40312   1796 247004    0    0 37253     0 1024 5048  1 98  0  1  0
 1  0      0  40216   1836 247044    0    0 38151     0 1086 5079  0 98  0  2  0
 1  0      0  42648   1320 245056    0    0 43862     0 1112 5029  0 98  0  2  0
 3  0      0  42632   1348 245052    0    0 43270     0 1191 5970  0 98  0  2  0
 2  0      0  42972   1316 244740    0    0 45094     0 1152 5153  0 98  0  2  0
 2  0      0  42700   1408 245000    0    0 45372     0 1180 5799  0 99  0  1  0
 3  1      0  42960   1440 244720    0    0 46232     0 1205 6022  0 99  0  1  0
12  1      0  45568    824 242200    0    0 22129     0  797 3238 59 40  0  1  0
 1  0      0  42080   1584 245380    0    0 40703     0 1089 5007  5 94  0  1  0
 3  0      0  37924   2340 248616    0    0 40723     0 1105 5446  1 98  0  1  0
 1  0      0  39148   2064 247940    0    0 36990     0 1001 4758  1 97  0  2  0
 1  0      0  45032    900 243068    0    0 42574     0 1166 5652  0 98  0  2  0
 3  0      0  39504   2096 247484    0    0 38916     0 1063 5107  0 98  0  2  0
 2  2      0  38268   2320 248316    0    0 38812     0 1077 5442  1 98  0  1  0
 0  3      0  39908   1836 247312    0    0 45708     0 1217 6078  0 98  0  2  0
 2  0      0  37960   2280 248796    0    0 38332     0 1066 5030  0 99  0  1  0
 0  2      0  41136   1672 246252    0    0 40058     0 1079 6127  0 99  0  1  0
 8  0      0  45584    844 242572    0    0 20370     0  773 2736 62 38  0  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0  40924   1600 246452    0    0 41063     0 1138 5667  3 95  0  2  0
 0  2      0  38080   2208 248592    0    0 39563     0 1045 4883  1 98  0  1  0
 2  0      0  43352   1220 244624    0    0 43039     0 1146 6114  0 99  0  1  0
 1  1      0  44060   1160 243884    0    0 45745     0 1271 5804  1 97  0  2  0
 1  0      0  38576   2192 248264    0    0 39535     0 1091 5620  1 98  0  1  0
 0  2      0  45468    888 242848    0    0 42610     0 1126 5098  0 99  0  1  0
 1  0      0  43268   1276 244112    0    0 40048     0 1103 6012  1 97  0  2  0
 2  0      0  38312   2228 248480    0    0 38131     0 1034 4812  0 99  0  1  0
 2  0      0  43916   1100 244096    0    0 41986     0 1074 5879  1 97  0  2  0
 1  0      0  45388    832 242488    0    0 17671     0  710 3076 67 33  0  0  0
 0  2      0  39564   1880 247320    0    0 42783     0 1143 5813  0 99  0  1  0
 3  0      0  41324   1592 246112    0    0 49231     0 1307 6718  1 97  0  2  0
 1  0      0  43300   1280 244548    0    0 43889     0 1194 6252  0 99  0  1  0
 1  0      0  43760   1164 244232    0    0 45527     0 1190 5693  1 98  0  1  0
 2  0      0  41040   1680 246408    0    0 37893     0 1035 5173  0 95  0  5  0
 2  0      0  43404   1172 244408    0    0 42793     0 1146 5843  1 98  0  1  0
 1  0      0  38080   2248 248748    0    0 39876     0 1067 5406  0 99  0  1  0
 2  0      0  39068   2064 247724    0    0 40336     0 1088 5873  0 98  0  2  0
12  0      0  39696   1828 247328    0    0 38324     0 1067 5686 10 89  0  1  0
 2  0      0  39904   1944 247088    0    0 14395     0  578 1915 68 32  0  0  0
 1  0      0  45156    948 242972    0    0 40467     0 1090 5035  1 97  0  2  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0  38156   2108 248640    0    0 48597     0 1271 6363  1 98  0  1  0
 1  0      0  43928   1168 244040    0    0 45623     0 1264 6024  0 98  0  2  0
 3  0      0  40776   1660 246700    0    0 46891     0 1232 6215  1 97  0  2  0
 3  1      0  40780   1816 246352    0    0 38879     0 1044 5097  1 98  0  1  0
 3  0      0  37664   2284 248928    0    0 39209     0 1114 5554  0 98  0  2  0
 2  1      0  43840   1104 244164    0    0 42426     0 1187 5379  0 98  0  2  0
 1  0      0  39680   1912 247464    0    0 39233     0 1046 5489  2 97  0  1  0
12  0      0  38348   2132 248400    0    0 30445     0  952 4410 31 68  0  1  0
 1  0      0  40128   1904 247056    0    0 22995     0  746 2996 47 53  0  0  0
 1  0      0  42976   1284 244760    0    0 45937     0 1247 5974  1 96  0  3  0
 1  0      0  40140   1748 247076    0    0 37281     0  965 4645  1 98  0  1  0
 2  0      0  43660   1136 244072    0    0 39707     0 1093 5261  1 97  0  2  0
 1  0      0  44084   1096 243852    0    0 39643     0 1110 5710  1 98  0  1  0
 1  0      0  41640   1680 245916    0    0 39111     0 1108 5364  0 98  0  2  0
 1  2      0  41012   1724 246196    0    0 39194     0 1091 5672  0 98  0  2  0
 0  2      0  39904   1968 247296    0    0 38464     0 1053 5120  1 98  0  1  0
 3  0      0  41268   1632 245948    0    0 38940     0 1077 5323  1 98  0  1  0
13  2      0  38340   2016 248428    0    0 40817     0 1119 5596 11 88  0  1  0
 2  0      0  41356   1512 246172    0    0 46228     0 1424 6550 39 59  0  2  0
 2  0      0  41456   1548 246112    0    0 47407     0 1300 6434  1 98  0  2  0
 1  0      0  42336   1408 245172    0    0 46250     0 1198 6317  0 98  0  2  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0  38304   2056 248360    0    0 43831     0 1191 5841  0 97  0  3  0
 1  0      0  42760   1336 245080    0    0 45179     0 1155 5512  0 98  0  2  0
 2  0      0  41160   1520 245972    0    0 54525     0 1453 7356  0 98  0  2  0
 1  0      0  38448   2076 248588    0    0 42228     0 1154 5668  0 99  0  1  0
 2  2      0  42296   1440 245432    0    0 41537     0 1093 5418  0 99  0  1  0
14  0      0  37592   2156 248988    0    0 35261     0 1204 5169 49 50  0  1  0
 0  2      0  44168   1084 243796    0    0 39683     0 1066 5008  0 98  0  2  0
 1  0      0  39644   1948 247636    0    0 37867     0  982 4772  1 98  0  1  0
 3  0      0  37904   2244 248988    0    0 38680     0 1035 5261  0 99  0  1  0
 1  0      0  38692   2120 248244    0    0 37754     0 1058 5254  0 98  0  2  0
 2  0      0  38084   2156 248720    0    0 40080     0 1094 5457  2 97  0  1  0
 1  0      0  43584   1184 244284    0    0 40212     0 1106 6257  0 99  0  1  0
 1  0      0  38860   2124 248072    0    0 38720     0 1036 4931  0 98  0  2  0
 2  0      0  41500   1528 246088    0    0 38169     0 1054 5266  0 98  0  2  0
 0  3      0  38436   2212 248376    0    0 39450     0 1060 5936  0 99  0  1  0
12  2      0  39044   2124 247856    0    0 25849     0  815 4175 39 60  0  1  0
 2  0      0  41040   1696 246312    0    0 21965     0  729 3381 43 56  0  1  0
 2  0      0  40416   1792 246644    0    0 40492     0 1091 5963  1 97  0  2  0
 2  0      0  43484   1148 244356    0    0 42714     0 1148 5390  1 98  0  1  0
 2  1      0  40148   1812 246964    0    0 48586     0 1286 6806  1 98  0  1  0
 1  0      0  42968   1336 244828    0    0 42563     0 1133 5507  0 98  0  2  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0  41964   1568 245580    0    0 40522     0 1104 5412  1 98  0  1  0
 2  0      0  41932   1440 245804    0    0 45350     0 1211 6003  0 98  0  2  0
 0  2      0  42420   1572 245072    0    0 39332     0 1044 4856  0 98  0  2  0
 2  1      0  37940   2364 248708    0    0 40208     0 1084 5155  1 97  0  2  0
13  0      0  41164   1780 245992    0    0 21879     0  764 3242 51 44  0  5  0
 0  2      0  40484   1860 246672    0    0 31412     0  928 4298 30 69  0  1  0
 2  0      0  43192   1228 244672    0    0 47095     0 1258 6342  1 97  0  3  0
 1  1      0  41348   1672 245804    0    0 41260     0 1119 5720  0 99  0  1  0
 0  2      0  41248   1712 246100    0    0 39703     0 1084 5764  0 99  0  1  0
 2  0      0  42308   1356 245364    0    0 45100     0 1223 5829  1 97  0  2  0
 1  0      0  41260   1576 246004    0    0 43812     0 1159 5733  0 99  0  1  0
 4  0      0  43200   1232 244564    0    0 42812     0 1135 5550  2 96  0  2  0
 0  2      0  42892   1308 244828    0    0 43568     0 1190 5318  0 99  0  1  0
 1  0      0  44800   1036 243444    0    0 36863     0 1080 5242  0 99  0  1  0
14  0      0  42020   1468 245556    0    0 15697     0  629 2469 66 34  0  0  0
 1  2      0  42196   1484 245384    0    0 33848     0  977 5140 16 83  0  1  0
 1  0      0  42816   1324 244664    0    0 37412     0 1017 4816  0 99  0  1  0
 4  0      0  43740   1228 244032    0    0 37114     0 1015 5520  1 98  0  1  0
 2  0      0  41536   1624 245996    0    0 38384     0 1079 5818  0 98  0  2  0
 1  0      0  43768   1192 244116    0    0 42913     0 1156 5398  1 98  0  1  0
 1  0      0  42576   1356 245340    0    0 38777     0 1062 4984  0 98  0  2  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0  40872   1684 246424    0    0 39427     0 1080 5065  1 98  0  1  0
 1  2      0  41408   1620 246080    0    0 39773     0 1129 5639  0 99  0  1  0
 0  2      0  41916   1552 245596    0    0 43874     0 1180 6100  1 97  0  2  0
 8  0      0  44528   1044 243560    0    0 21366     0  793 3206 56 44  0  0  0
 0  2      0  44128   1068 243784    0    0 38931     0 1073 5192 11 88  0  1  0
 2  0      0  38156   2284 248776    0    0 40196     0 1089 5327  0 98  0  2  0
 2  0      0  38236   2048 248568    0    0 58460     0 1273 6719  1 98  0  1  0
 2  0      0  38544   2112 248368    0    0 54396     0 1630 8830  0 99  0  1  0
 2  0      0  38940   1900 248136    0    0 41244     0 1226 6213  0 98  0  2  0
 0  2      0  40828   1700 246452    0    0 43808     0 1197 6151  0 99  0  1  0
 3  0      0  43024   1204 244768    0    0 48959     0 1275 6141  0 98  0  2  0
 6  0      0  41912   1400 245648    0    0 45535     0 1248 6357  4 95  0  1  0
 3  0      0  43384   1236 244412    0    0 18659     0  710 2613 68 33  0  0  0
 2  0      0  41104   1668 246316    0    0 46544     0 1261 6213  1 97  0  2  0
 1  2      0  43160   1328 244748    0    0 44449     0 1143 5349  0 99  0  1  0
 1  0      0  40656   1824 246764    0    0 40410     0 1110 5232  0 98  0  2  0
 2  0      0  43364   1208 244436    0    0 46159     0 1184 6079  0 99  0  1  0
 1  0      0  44640    980 243640    0    0 45162     0 1261 5982  0 98  0  2  0
 3  0      0  40856   1680 246680    0    0 39950     0 1105 5790  0 98  0  2  0
 2  0      0  42436   1336 245216    0    0 47894     0 1334 6827  0 98  0  2  0
 2  0      0  43832   1160 244188    0    0 45288     0 1233 6095  2 97  0  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0  41248   1644 246252    0    0 24345     0  903 3261 62 38  0  0  0
 2  0      0  37984   2320 248736    0    0 40730     0 1094 5619  1 97  0  2  0
 2  1      0  44700    972 243388    0    0 43797     0 1214 6126  1 97  0  2  0
 2  0      0  43836   1132 244036    0    0 40273     0 1156 5701  1 95  0  4  0
 2  2      0  39788   1960 247296    0    0 41057     0 1129 5539  0 99  0  1  0
 1  0      0  43468   1244 244348    0    0 43924     0 1177 6059  0 98  0  2  0
 1  0      0  37700   2400 248848    0    0 38911     0 1056 5023  0 99  0  1  0
 2  0      0  37952   2308 248768    0    0 42487     0 1040 5244  0 98  0  2  0
 2  0      0  38116   2312 248664    0    0 42451     0 1279 6147  2 98  0  1  0
 3  0      0  38560   2172 248400    0    0 30202     0  887 4179 25 74  0  1  0
 1  0      0  44968    904 243176    0    0 18492     0  689 2583 58 41  0  1  0
 0  2      0  39696   1940 247340    0    0 39843     0 1115 5164  1 97  0  2  0
 2  0      0  43028   1208 244688    0    0 43000     0 1166 5768  0 99  0  1  0
 1  0      0  40892   1548 246532    0    0 39491     0 1094 5334  0 99  0  1  0
 1  0      0  39612   1976 247532    0    0 37143     0 1023 5339  1 97  0  2  0
 1  0      0  38896   2100 247944    0    0 38404     0 1065 5050  0 99  0  1  0
 2  0      0  45256    888 243048    0    0 41129     0 1138 5543  1 97  0  2  0
 1  0      0  41508   1716 245968    0    0 39942     0 1113 5794  0 99  0  1  0
 5  0      0  41244   1808 245996    0    0 37626     0 1036 5081  6 92  0  2  0
 0  3      0  37900   2388 248864    0    0 33031     0  965 4827 20 79  0  1  0
 1  0      0  37800   2252 248876    0    0 15495     0  603 2307 63 37  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0  39340   1936 247532    0    0 65932     0 1421 7207  0 98  0  2  0
 2  0      0  37840   2364 248928    0    0 46414     0 1495 7925  0 98  0  2  0
 1  2      0  44672    944 243320    0    0 43394     0 1223 6274  0 99  0  1  0
 1  0      0  39676   1888 247536    0    0 43135     0 1174 6165  0 98  0  2  0
 0  2      0  42892   1376 244756    0    0 43414     0 1158 5498  0 99  0  1  0
 2  1      0  43920   1140 244072    0    0 44929     0 1232 5763  1 98  0  1  0
 4  0      0  44244   1056 243868    0    0 36797     0 1048 5365  9 89  0  2  0
 1  0      0  46008    724 242424    0    0 37623     0 1092 4717 15 84  0  1  0
 1  0      0  45160    944 243056    0    0 22840     0  778 3075 55 45  0  0  0
 1  1      0  43560   1200 244400    0    0 39586     0 1057 5410  1 98  0  1  0
 1  0      0  40568   1784 246764    0    0 39678     0 1065 4887  1 97  0  2  0
 0  2      0  39532   2032 247300    0    0 37394     0 1017 4773  0 99  0  1  0
 2  0      0  39828   1880 247288    0    0 39673     0 1106 5338  1 98  0  1  0
 2  0      0  42316   1348 245400    0    0 42597     0 1187 5902  0 98  0  2  0
 1  2      0  38180   2308 248720    0    0 41180     0 1117 5873  0 99  0  1  0
 1  0      0  39068   2052 248112    0    0 37293     0 1020 5378  1 98  0  1  0
 2  0      0  43160   1272 244684    0    0 36789     0 1043 4689 21 78  0  1  0
 2  0      0  38956   2192 247888    0    0 39932     0 1069 5095  0 95  0  5  0
 2  1      0  39056   2076 247936    0    0 15842     0  612 2589 65 35  0  0  0
 1  0      0  41808   1484 245668    0    0 43315     0 1153 5327  0 98  0  2  0
 1  0      0  43116   1292 244716    0    0 44650     0 1147 5133  1 98  0  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0  40892   1656 246456    0    0 44431     0 1158 5326  0 99  0  1  0
 0  4      0  41416   1460 245740    0    0 45202     0 1164 5625  0 99  0  1  0
 1  0      0  38436   2220 248440    0    0 40190     0 1063 5397  0 98  0  2  0
 2  0      0  43560   1228 244472    0    0 40199     0 1059 5138  0 99  0  1  0
 4  0      0  38192   2152 248848    0    0 33535     0  965 4916 17 82  0  1  0
 2  0      0  38064   2256 248632    0    0 36230     0  996 5075  7 92  0  1  0
 9  0      0  42044   1440 245524    0    0 43145     0 1178 5318 14 86  0  1  0
 1  0      0  38300   2228 248688    0    0 23535     0  790 3444 41 58  0  1  0
 1  0      0  41376   1660 246192    0    0 42373     0 1096 6028  1 98  0  1  0
 1  0      0  38384   2196 248684    0    0 38124     0 1053 4752  0 98  0  2  0
 1  0      0  38404   2252 248320    0    0 36497     0  982 5477  2 97  0  1  0
 0  2      0  42524   1364 245224    0    0 42613     0 1161 5770  1 98  0  1  0
 1  0      0  49704     28 239132    0    0 44746     0 1216 5861  0 98  0  2  0
 3  0      0  42180   1380 245428    0    0 41549     0 1139 6290  1 97  0  2  0
 2  0      0  41488   1664 246012    0    0 30811     0  885 4111 23 76  0  1  0
 1  0      0  39384   2048 247736    0    0 38803     0 1046 5512  1 98  0  1  0
10  0      0  42084   1412 245596    0    0 37108     0 1080 4913 30 69  0  1  0
 1  0      0  38748   2232 248268    0    0 31439     0  917 4618 22 77  0  1  0
 1  0      0  37420   2344 249204    0    0 37915     0 1043 5008  1 97  0  2  0
 4  0      0  43404   1244 244432    0    0 40632     0 1083 5348  0 99  0  1  0
 2  0      0  42256   1420 245516    0    0 44001     0 1191 6512  1 97  0  2  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0  44388   1064 243792    0    0 46240     0 1231 6408  2 97  0  1  0
 3  0      0  40892   1760 246488    0    0 41192     0 1129 5670  0 99  0  1  0
 2  0      0  37624   2252 248788    0    0 31014     0  882 4008 24 75  0  2  0
 2  0      0  41324   1448 246324    0    0 44597     0 1213 6091  0 98  0  2  0
 1  0      0  40352   1788 246972    0    0 40078     0 1095 5346  1 97  0  2  0
11  1      0  44872    940 243072    0    0 26483     0  939 4270 48 52  0  0  0
 1  0      0  39352   2060 247748    0    0 39282     0 1070 5628  3 95  0  2  0
 1  0      0  45644    828 242496    0    0 41858     0 1139 5490  0 99  0  1  0
 1  2      0  41584   1644 245932    0    0 40881     0 1163 5761  1 98  0  1  0
 1  0      0  39812   1940 247252    0    0 39133     0 1055 5347  0 98  0  2  0
 1  0      0  39888   1920 247248    0    0 37465     0 1010 4764  0 99  0  1  0
 1  2      0  37960   2236 248808    0    0 38147     0 1011 4909  2 96  0  2  0
 2  0      0  42584   1252 245188    0    0 42798     0 1174 5923 19 80  0  1  0
 2  0      0  39992   1708 247188    0    0 50347     0 1292 7267  0 98  0  2  0
12  0      0  39420   1816 247532    0    0 45996     0 1373 6865 28 69  0  3  0
 4  0      0  38040   2184 248744    0    0 31718     0  899 4662 17 82  0  1  0
 2  0      0  41484   1620 246016    0    0 45113     0 1137 5855  0 99  0  1  0
 2  0      0  37880   2228 248936    0    0 43001     0  993 5047  0 98  0  2  0
 4  0      0  40364   1624 246728    0    0 49226     0 1386 6917  1 98  0  1  0
 4  0      0  37408   2128 248992    0    0 40306     0 1050 6048  0 98  0  2  0
 4  0      0  43292   1140 244428    0    0 41893     0 1143 6739 19 79  0  2  0
