procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0  47344  18052 305240    0    0     0     0  255  146  2  0 98  0  0
 0  0      0  47344  18096 305344    0    0    38     0  253  146  1  0 99  0  0
 0  0      0  47344  18096 305344    0    0     0     0  249  150  0  1 99  0  0
 0  0      0  47344  18096 305344    0    0     0     0  252  136  2  0 98  0  0
 0  0      0  47344  18096 305344    0    0     0     0  257  144  2  1 97  0  0
 0  0      0  47344  18096 305344    0    0     0     0  252  140  1  1 98  0  0
 0  0      0  47344  18096 305344    0    0     0     0  254  150  0  0 100  0  0
 0  0      0  47344  18096 305348    0    0     0     0  252  137  1  0 99  0  0
 0  0      0  47344  18096 305348    0    0     0     0  255  144  1  0 99  0  0
 0  0      0  47344  18096 305348    0    0     0     0  253  139  1  0 99  0  0
 0  0      0  47344  18096 305348    0    0     0     0  257  146  2  0 98  0  0
 0  0      0  47344  18096 305348    0    0     0     0  252  140  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0  53680  18096 299364    0    0     0     0  258  158  1  1 98  0  0
 0  0      0  53680  18096 299364    0    0     0     0  253  140  1  1 98  0  0
 0  0      0  53556  18096 299364    0    0     0     0  255  150  1  0 99  0  0
 0  0      0  53556  18096 299364    0    0     0     0  253  138  1  0 99  0  0
 0  0      0  53556  18096 299364    0    0     0     0  256  147  1  0 99  0  0
 0  0      0  53556  18096 299364    0    0     0     0  252  140  0  1 99  0  0
 0  0      0  53556  18096 299364    0    0     0     0  258  146  1  0 99  0  0
 1  0      0  51572  18500 300764    0    0  1066     0  275  243  1  5 94  0  0
 0  0      0  47604  18932 304320    0    0  1308     0  290  332  0  7 93  0  0
 0  0      0  47480  18980 304472    0    0   167     0  261  188  1  1 98  0  0
 0  0      0  47480  18980 304472    0    0     0     0  254  145  0  0 100  0  0
 0  0      0  47480  18980 304472    0    0     0     0  252  139  1  0 99  0  0
 0  0      0  47480  18980 304472    0    0     0     0  254  147  0  0 100  0  0
 0  0      0  47480  18980 304472    0    0     0     0  252  138  1  0 99  0  0
 0  0      0  47480  18980 304472    0    0     0     0  254  147  0  0 100  0  0
 0  0      0  47480  18980 304472    0    0     0     0  252  139  1  0 99  0  0
 0  0      0  47480  18980 304472    0    0     0     0  256  146  0  1 99  0  0
 0  0      0  47480  18980 304472    0    0     0     0  253  142  1  0 99  0  0
 0  0      0  47480  18980 304472    0    0     0     0  254  148  1  0 99  0  0
 0  0      0  47480  18980 304472    0    0     0     0  254  139  0  0 100  0  0
 0  0      0  47480  18980 304472    0    0     0     0  254  147  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0  47480  18980 304472    0    0     0     0  249  136  1  0 99  0  0
 0  0      0  47480  18980 304472    0    0     0     0  255  150  1  0 99  0  0
 0  0      0  47480  18980 304472    0    0     0     0  253  143  0  0 100  0  0
 0  0      0  47480  18980 304472    0    0     0     0  255  148  0  0 100  0  0
 0  0      0  47480  18980 304472    0    0     0     0  252  135  2  1 97  0  0
 0  0      0  47480  18980 304472    0    0     0     0  257  145  1  0 99  0  0
 0  0      0  47480  18980 304472    0    0     0     0  253  140  1  0 99  0  0
 0  0      0  47480  18980 304472    0    0     0     0  254  144  2  0 98  0  0
 0  0      0  47480  18980 304472    0    0     0     0  252  139  0  0 100  0  0
 0  0      0  47480  18980 304472    0    0     0     0  257  148  2  1 97  0  0
 0  0      0  47480  18980 304472    0    0     0     0  252  139  2  0 98  0  0
 0  0      0  47480  18980 304472    0    0     0     0  254  143  2  0 98  0  0
 0  0      0  47480  18980 304472    0    0     0     0  252  137  2  0 98  0  0
 0  0      0  47480  18980 304472    0    0     0     0  255  148  1  1 98  0  0
 0  0      0  47480  18980 304472    0    0     0     0  250  144  1  0 99  0  0
 0  0      0  47480  18980 304472    0    0     0     0  254  144  1  0 99  0  0
 0  0      0  47480  18980 304472    0    0     0     0  254  137  2  0 98  0  0
 0  0      0  47480  18980 304472    0    0     0     0  255  150  2  0 97  1  0
 0  0      0  47480  18980 304472    0    0     0     0  255  148  1  0 99  0  0
 0  0      0  47480  18980 304472    0    0     0     0  256  144  0  0 100  0  0
 0  0      0  47480  18980 304476    0    0     0     0  250  141  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0  47480  18980 304476    0    0     0     0  255  152  0  0 100  0  0
 0  0      0  47480  18980 304476    0    0     0     0  253  137  1  1 98  0  0
 0  0      0  47480  18980 304476    0    0     0     0  254  147  1  0 99  0  0
 0  0      0  47480  18980 304476    0    0     0     0  254  135  1  1 98  0  0
 0  0      0  47480  18980 304476    0    0     0     0  256  148  0  0 100  0  0
 0  0      0  47480  18980 304476    0    0     0     0  251  142  0  0 100  0  0
 0  0      0  47480  18980 304476    0    0     0     0  254  141  2  1 97  0  0
