procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 179220   5856 261396    0    0     0     0  256  151  1  1 98  0  0
 0  0      0 179220   5856 261396    0    0     0     0  253  141  1  0 99  0  0
 0  0      0 179220   5856 261396    0    0     0     0  255  144  1  1 98  0  0
 0  0      0 179220   5856 261396    0    0     0     0  253  142  2  0 98  0  0
 0  0      0 179220   5856 261396    0    0     0     0  254  144  1  0 99  0  0
 0  0      0 171904   7220 267244    0    0  3695     0  323  550  1 14 85  0  0
 0  0      0 171780   7292 267420    0    0   220     0  267  324  0  2 98  0  0
 0  0      0 171780   7292 267452    0    0     0     0  256  139  2  0 98  0  0
 0  0      0 171780   7292 267452    0    0     0     0  256  146  1  1 98  0  0
 0  0      0 171780   7292 267452    0    0     0     0  254  139  2  0 98  0  0
 0  0      0 171780   7292 267452    0    0     0     0  254  149  2  0 98  0  0
 0  0      0 171780   7292 267452    0    0     0     0  252  141  2  0 98  0  0
 1  0      0 171780   7292 267452    0    0     0     0  254  145  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 171780   7292 267452    0    0     0     0  256  144  1  1 98  0  0
 0  0      0 171780   7292 267452    0    0     0     0  254  142  1  1 98  0  0
 0  0      0 171780   7292 267452    0    0     0     0  253  139  2  0 98  0  0
 0  0      0 171780   7292 267452    0    0     0     0  255  144  1  1 98  0  0
 0  0      0 171780   7292 267452    0    0     0     0  252  141  2  0 98  0  0
 0  0      0 171780   7292 267452    0    0     0     0  255  145  1  0 99  0  0
 0  0      0 171780   7292 267452    0    0     0     0  252  143  1  0 99  0  0
 0  0      0 171780   7292 267452    0    0     0     0  257  149  1  1 98  0  0
 0  0      0 171780   7292 267452    0    0     0     0  255  139  2  1 97  0  0
 1  0      0 171780   7292 267452    0    0     0     0  254  144  1  0 99  0  0
 0  0      0 171780   7292 267452    0    0     0     0  253  144  1  1 98  0  0
 0  0      0 171780   7292 267452    0    0     0     0  255  147  2  0 98  0  0
 1  0      0 171140   7292 267452    0    0     0     0  254  142  1  1 98  0  0
 0  0      0 171172   7292 267452    0    0     0     0  253  138  1  1 98  0  0
 0  0      0 166956   8052 271436    0    0  2701     0  324  533  1 11 88  0  0
 0  0      0 166956   8052 271484    0    0     0     0  272  334  1  1 98  0  0
 0  0      0 164352   8384 273552    0    0  1144     0  297  506  0  5 94  1  0
 0  0      0 164352   8384 273552    0    0     0     0  264  262  2  0 98  0  0
 3  0      0 159184   9224 277864    0    0  3081     0  353 1271  2  8 89  0  0
 0  0      0 156960   9648 279824    0    0  1092     0  347  721  3  4 93  0  0
 0  2      0 147156  11288 287612    0    0  5273     0  863 4289  2 20 76  2  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 109720  15776 312540    0    0 14308     0  674 4808 15 51 32  3  0
 0  0      0 109472  15860 312688    0    0    87     0  425 1401  2  2 96  0  0
